character,move,base_damage,damage,angle,bkb,kbg,launch_angle,hitstun
Falco,Usmash (Hit 2),12,12.6,80,31,104,80,24
Falco,Dsmash (Hitbox 1),15,15.75,25,20,78,25,19
Falco,Dsmash (Hitbox 2),15,15.75,25,20,78,25,19
Falco,Dsmash (Hitbox 3),12,12.6,80,20,78,80,16
Falco,Dsmash (Hitbox 4),12,12.6,80,20,78,80,16
Falco,Fthrow,3,3.15,45,35,135,45,24
Falco,Bthrow,3,3.15,35,80,60,35,36
Falco,Uthrow,4,4.2,94,60,100,94,31
Falco,Dthrow,3,3.15,50,60,110,50,31
Falco,Nair (Hit 1),3,3.15,367,22,100,367,13
Falco,Nair (Hits 2-3),2,2.1,367,22,100,367,13
Falco,Nair (Hit 4),4,4.2,361,55,130,29.88219255,31
Falco,Fair,1,1.05,366,60,100,366,25
Falco,Fair (Final Hit),4,4.2,361,55,145,34.15431366,32
Falco,Fair (Landing),3,3.15,45,30,160,45,23
Falco,Bair,13,13.65,361,0,130,0,16
Falco,Bair (Late),7,7.35,361,30,100,0,20
Falco,Uair (Hitbox 1),10,10.5,65,35,90,65,22
Falco,Uair (Hitbox 2),10,10.5,75,35,90,75,22
Falco,Uair (Hitbox 3),10,10.5,85,35,90,85,22
Falco,Dair (Hitbox 1),13,13.65,285,10,80,285,13
Falco,Dair (Hitbox 2),13,13.65,80,10,80,80,13
Falco,Dair (Late),8,8.4,361,20,90,0,15
Falco,Blaster,3,3.15,361,2,100,0,7
Falco,Blaster (Aerial),3,3.15,361,2,100,0,7
Falco,Falco Phantasm (Ground),7,7.35,80,40,100,80,24
Falco,Falco Phantasm (Aerial) (Hitbox 1),7,7.35,80,68,60,80,31
Falco,Falco Phantasm (Aerial) (Hitbox 2),6,6.3,270,40,50,270,19
Falco,Fire Bird (Hits 1-7),2,2.1,70,40,40,70,17
Falco,Fire Bird (Hit 8),3,3.15,361,30,50,0,14
Falco,Fire Bird (Hits 9-14),2,2.1,365,30,50,365,14
Falco,Fire Bird (Hit 15),2,2.1,361,70,90,38.2564736,33
Falco,Reflector,5,5.25,361,35,30,0,15
Fox,Jab 1 (Hitbox 1),2,2.1,35,15,40,35,7
Fox,Jab 1 (Hitbox 2),2,2.1,80,15,40,80,7
Fox,Jab 1 (Hitbox 3),2,2.1,20,15,40,20,7
Fox,Jab 2 (Hitbox 1),1,1.05,40,25,70,40,14
Fox,Jab 2 (Hitbox 2),1,1.05,76,32,80,76,17
Fox,Jab 2 (Hitbox 3),1,1.05,68,32,80,68,17
Fox,Rapid Jab Finisher,2,2.1,361,30,170,2.420958075,23
Fox,Dash Attack,6,6.3,70,55,90,70,28
Fox,Dash Attack (Late),4,4.2,70,40,90,70,22
Fox,Ftilt (Up),8,8.4,361,10,110,0,13
Fox,Ftilt,6,6.3,361,10,110,0,12
Fox,Ftilt (Down),7,7.35,361,10,110,0,13
Fox,Utilt (Hitbox 1),9,9.45,110,22,110,110,19
Fox,Utilt (Hitbox 2),7,7.35,84,18,110,84,16
Fox,Utilt (Hitbox 3),6,6.3,80,18,110,80,15
Fox,Utilt (Hitbox 4),6,6.3,80,18,110,80,15
Fox,Utilt (Late) (Hitbox 1),6,6.3,110,22,110,110,17
Fox,Utilt (Late) (Hitbox 2),6,6.3,84,18,110,84,15
Fox,Utilt (Late) (Hitbox 3),5,5.25,80,18,110,80,15
Fox,Utilt (Late) (Hitbox 4),5,5.25,80,18,110,80,15
Fox,Dtilt (Hitbox 1),8,8.4,45,25,100,45,18
Fox,Dtilt (Hitbox 2),8,8.4,65,25,100,65,18
Fox,Dtilt (Hitbox 3),7,7.35,80,25,100,80,18
Fox,Dtilt (Hitbox 4),6,6.3,90,25,100,90,17
Fox,Fsmash,14,14.7,361,20,98,0,21
Fox,Fsmash (Late),11,11.55,361,20,100,0,18
Fox,Usmash (Hitbox 1),16,16.8,80,30,94,80,26
Fox,Usmash (Hitbox 2),16,16.8,80,30,94,80,26
Fox,Usmash (Hitbox 3),14,14.7,80,30,94,80,24
Fox,Usmash (Late),11,11.55,361,10,100,0,14
Fox,Dsmash (Hitbox 1),14,14.7,25,30,75,25,21
Fox,Dsmash (Hitbox 2),14,14.7,25,30,75,25,21
Fox,Dsmash (Hitbox 3),12,12.6,361,30,75,0,20
Fox,Dsmash (Hitbox 4),12,12.6,361,30,75,0,20
Fox,Fthrow,3,3.15,40,35,130,40,23
Fox,Bthrow,0,0,45,80,85,45,0
Fox,Uthrow,0,0,90,75,110,90,0
Fox,Dthrow,0,0,60,85,100,60,0
Fox,Nair,9,9.45,361,10,100,0,13
Fox,Nair (Late),6,6.3,361,0,100,0,7
Fox,Fair (Hit 1) (Hitbox 1),2,2.1,366,78,100,366,30
Fox,Fair (Hit 1) (Hitbox 2),2,2.1,366,60,130,366,32
Fox,Fair (Hit 1) (Hitbox 3),2,2.1,75,0,130,75,0
Fox,Fair (Hit 1) (Hitbox 4),2,2.1,75,0,130,75,0
Fox,Fair (Hits 2-4) (Hitbox 1),1,1.05,366,78,100,366,30
Fox,Fair (Hits 2-4) (Hitbox 2),1,1.05,366,60,150,366,33
Fox,Fair (Hits 2-4) (Hitbox 3),1,1.05,75,0,150,75,0
Fox,Fair (Hits 2-4) (Hitbox 4),1,1.05,75,0,150,75,0
Fox,Fair (Hit 5),3,3.15,70,60,130,70,32
Fox,Bair,13,13.65,30,20,88,30,18
Fox,Uair (Hit 1),5,5.25,92,30,130,92,21
Fox,Uair (Hit 2),11,11.55,85,30,100,85,22
Fox,Dair (Hits 1-6) (Hitbox 1),1.4,1.47,250,5,100,250,8
Fox,Dair (Hits 1-6) (Hitbox 2),1.4,1.47,110,38,30,110,16
Fox,Dair (Hits 7),3,3.15,60,50,140,60,29
Fox,Dair (Landing),1,1.05,45,20,150,45,17
Fox,"Blaster (Early, Ground)",3,3.15,361,0,0,0,0
Fox,Blaster (Ground),2,2.1,361,0,0,0,0
Fox,"Blaster (Late, Ground)",1.4,1.47,361,0,0,0,0
Fox,Blaster (Aerial),3,3.15,361,0,0,0,0
Fox,Fox Illusion (Grounded),3,3.15,80,10,170,80,16
Fox,Fox Illusion (Aerial),3,3.15,60,10,200,60,18
Fox,Fire Fox (Hits 1-7),2,2.1,110,28,30,110,12
Fox,Fire Fox (Hit 8),14,14.7,80,60,60,80,31
Fox,"Fire Fox (Hit 8, Late)",8,8.4,80,60,60,80,28
Fox,Reflector,2,2.1,10,0,0,10,0
Ganondorf,Jab 1 (Hitbox 1),8,8.4,361,38,90,0.030285714,23
Ganondorf,Jab 1 (Hitbox 2),10,10.5,361,30,90,0,20
Ganondorf,Jab 1 (Hitbox 3),6,6.3,361,40,105,4.245457298,24
Ganondorf,Dash Attack,14,14.7,70,50,80,70,30
Ganondorf,Dash Attack (Late),10,10.5,80,45,60,80,23
Ganondorf,Ftilt (Hitbox 1),13,13.65,22,30,88,22,22
Ganondorf,Ftilt (Hitbox 2),12,12.6,22,30,88,22,22
Ganondorf,Ftilt (Hitbox 3),12,12.6,22,30,88,22,22
Ganondorf,Utilt (Windboxes) (Hitbox 1),0,0,180,1,100,180,7
Ganondorf,Utilt (Windboxes) (Hitbox 2),0,0,180,1,100,180,7
Ganondorf,Utilt (Windboxes) (Hitbox 3),0,0,0,1,100,0,7
Ganondorf,Utilt (Windboxes) (Hitbox 4),0,0,0,1,100,0,7
Ganondorf,Utilt (Hitbox) (Hitbox 1),28,29.4,361,60,80,40,50
Ganondorf,Utilt (Hitbox) (Hitbox 2),28,29.4,361,60,80,40,50
Ganondorf,Utilt (Hitbox) (Hitbox 3),20,21,80,60,80,80,40
Ganondorf,Utilt (Hitbox) (Hitbox 4),18,18.9,80,60,80,80,38
Ganondorf,Dtilt (Hitbox 1),13,13.65,80,30,100,80,24
Ganondorf,Dtilt (Hitbox 2),13,13.65,70,30,100,70,24
Ganondorf,Dtilt (Hitbox 3),13,13.65,60,30,100,60,24
Ganondorf,Fsmash (All Angles) (Hitbox 1),24,25.2,40,35,83,40,35
Ganondorf,Fsmash (All Angles) (Hitbox 2),24,25.2,40,30,75,40,31
Ganondorf,Usmash (Hitbox 1),24,25.2,85,40,71,85,34
Ganondorf,Usmash (Hitbox 2),24,25.2,78,40,71,78,34
Ganondorf,Usmash (Hitbox 3),21,22.05,75,40,75,75,32
Ganondorf,Dsmash (Hit 1) (Hitbox 1),6,6.3,160,70,100,160,28
Ganondorf,Dsmash (Hit 1) (Hitbox 2),6,6.3,140,80,100,140,31
Ganondorf,Dsmash (Hit 1) (Hitbox 3),6,6.3,154,108,100,154,39
Ganondorf,Dsmash (Hit 1) (Hitbox 4),6,6.3,50,80,100,50,31
Ganondorf,Dsmash (Hit 2) (Hitbox 1),15,15.75,130,60,94,130,37
Ganondorf,Dsmash (Hit 2) (Hitbox 2),15,15.75,130,60,94,130,37
Ganondorf,Dsmash (Hit 2) (Hitbox 3),13,13.65,130,60,94,130,35
Ganondorf,Fthrow,8,8.4,43,60,65,43,30
Ganondorf,Bthrow,5,5.25,43,30,130,43,23
Ganondorf,Uthrow,3,3.15,90,70,105,90,36
Ganondorf,Dthrow,7,7.35,65,70,50,65,31
Ganondorf,Nair (Hit 1) (Hitbox 1),7,7.35,55,20,30,55,9
Ganondorf,Nair (Hit 1) (Hitbox 2),7,7.35,70,20,30,70,9
Ganondorf,Nair (Hit 1) (Hitbox 3),7,7.35,55,50,110,55,29
Ganondorf,Nair (Hit 1) (Hitbox 4),7,7.35,100,20,30,100,9
Ganondorf,"Nair (Hit 1, Late) (Hitbox 1)",5.25,5.5125,55,20,30,55,9
Ganondorf,"Nair (Hit 1, Late) (Hitbox 2)",5.25,5.5125,70,20,30,70,9
Ganondorf,"Nair (Hit 1, Late) (Hitbox 3)",5.25,5.5125,55,50,110,55,28
Ganondorf,"Nair (Hit 1, Late) (Hitbox 4)",5.25,5.5125,100,20,30,100,9
Ganondorf,Nair (Hit 2),12,12.6,361,25,106,0,22
Ganondorf,"Nair (Hit 2, Late)",9,9.45,361,25,106,0,20
Ganondorf,Fair (Hitbox 1),17,17.85,361,20,93,1.51519243,23
Ganondorf,Fair (Hitbox 2),18,18.9,361,20,93,5.498144876,24
Ganondorf,Bair (Hitbox 1),16,16.8,361,40,89,23.95825093,29
Ganondorf,Bair (Hitbox 2),17,17.85,361,40,89,27.56369414,30
Ganondorf,Bair (Hitbox 3),16,16.8,361,40,89,23.95825093,29
Ganondorf,Uair (Early) (Hitbox 1),13,13.65,361,35,100,12.54475543,26
Ganondorf,Uair (Early) (Hitbox 2),12,12.6,361,35,100,9.420434783,25
Ganondorf,Uair (Hitbox 1),12,12.6,30,30,80,30,21
Ganondorf,Uair (Hitbox 2),10,10.5,30,30,80,30,19
Ganondorf,Uair (Late) (Hitbox 1),8,8.4,0,20,70,0,13
Ganondorf,Uair (Late) (Hitbox 2),6,6.3,0,20,70,0,13
Ganondorf,Dair (Hitbox 1),19,19.95,270,20,100,270,27
Ganondorf,Dair (Hitbox 2),17,17.85,361,20,100,5.930314441,24
Ganondorf,Warlock Punch,30,31.5,50,120,42,50,63
Ganondorf,Warlock Punch (Aerial),38,39.9,30,30,100,30,67
Ganondorf,Warlock Punch (B-Reversed),37,38.85,361,30,100,40,64
Ganondorf,"Warlock Punch (B-Reversed, Aerial)",40,42,30,40,100,30,76
Ganondorf,"Flame Choke (Ground, Attack)",12,12.6,361,60,90,40,34
Ganondorf,"Flame Choke (Aerial, Attack)",15,15.75,361,40,82,16.69481561,27
Ganondorf,Dark Dive (Latch),1.2,1.26,361,50,100,11.86929752,26
Ganondorf,Dark Dive (Attack),9,9.45,361,40,90,4.865251941,24
Ganondorf,Wizard's Foot (Ground) (Hitbox 1),14,14.7,45,60,70,45,33
Ganondorf,Wizard's Foot (Ground) (Hitbox 2),14,14.7,45,60,70,45,33
Ganondorf,Wizard's Foot (Ground) (Hitbox 3),12,12.6,45,60,70,45,31
Ganondorf,Wizard's Foot (Aerial),15,15.75,290,50,100,290,34
Ganondorf,"Wizard's Foot (Aerial, Late)",14,14.7,80,50,100,80,33
Ganondorf,Wizard's Foot (Landing),8,8.4,80,80,35,80,34
Greninja,Jab 1 (Hitbox 1),2,2.1,70,30,30,70,13
Greninja,Jab 1 (Hitbox 2),2,2.1,60,30,30,60,13
Greninja,Jab 1 (Hitbox 3),2,2.1,80,30,30,80,13
Greninja,Jab 2 (Hitbox 1),1.6,1.68,70,30,50,70,14
Greninja,Jab 2 (Hitbox 2),1.6,1.68,60,30,50,60,14
Greninja,Jab 2 (Hitbox 3),1.6,1.68,90,30,50,90,14
Greninja,Jab 3,3.5,3.675,361,60,100,27.93226805,30
Greninja,Rapid Jab Finisher,2,2.1,45,60,120,45,31
Greninja,Dash Attack,7,7.35,60,100,40,60,42
Greninja,Ftilt (All Angles) (Hitbox 1),7.3,7.665,361,20,110,0,17
Greninja,Ftilt (All Angles) (Hitbox 2),7.3,7.665,361,30,90,0,19
Greninja,Ftilt (All Angles) (Hitbox 3),7.3,7.665,361,40,70,0,21
Greninja,Utilt (Hitbox 1),4.5,4.725,92,60,100,92,31
Greninja,Utilt (Hitbox 2),4.5,4.725,90,60,100,90,31
Greninja,Utilt (Hitbox 3),4.5,4.725,80,60,100,80,31
Greninja,Dtilt,7,7.35,70,60,40,70,26
Greninja,Fsmash,14,14.7,361,30,101,9.274054193,25
Greninja,Usmash (Hit 1),5,5.25,366,30,120,366,20
Greninja,"Usmash (Hit 2, Early) (Hitbox 1)",14,14.7,90,30,104,90,26
Greninja,"Usmash (Hit 2, Early) (Hitbox 2)",11,11.55,44,30,100,44,22
Greninja,"Usmash (Hit 2, Early) (Hitbox 3)",11,11.55,44,30,100,44,22
Greninja,"Usmash (Hit 2, Early) (Hitbox 4)",11,11.55,44,30,100,44,22
Greninja,"Usmash (Hit 2, Early) (Hitbox 5)",11,11.55,44,30,100,44,22
Greninja,Usmash (Hit 2),11,11.55,4,30,100,4,22
Greninja,"Usmash (Hit 2, Late)",10,10.5,40,30,98,40,21
Greninja,Dsmash (Hitbox 1),13,13.65,30,32,92,30,24
Greninja,Dsmash (Hitbox 2),13,13.65,30,32,92,30,24
Greninja,Dsmash (Hitbox 3),11,11.55,30,32,92,30,22
Greninja,Dsmash (Hitbox 4),11,11.55,30,32,92,30,22
Greninja,Down Taunt,0.5,0.525,90,70,100,90,34
Greninja,Fthrow,5,5.25,5,70,45,5,30
Greninja,Bthrow,8,8.4,140,55,60,140,26
Greninja,Uthrow,5,5.25,93,60,120,93,32
Greninja,Dthrow,5,5.25,65,65,50,65,29
Greninja,Nair,11,11.55,60,30,95,60,22
Greninja,Nair (Late),6,6.3,60,30,95,60,19
Greninja,Fair,14,14.7,45,30,84,45,23
Greninja,Bair (Hit 1) (Hitbox 1),3,3.15,365,0,100,365,6
Greninja,Bair (Hit 1) (Hitbox 2),3,3.15,30,100,100,30,37
Greninja,Bair (Hit 1) (Hitbox 3),3,3.15,30,130,100,30,46
Greninja,Bair (Hit 2) (Hitbox 1),2.5,2.625,365,0,100,365,6
Greninja,Bair (Hit 2) (Hitbox 2),2.5,2.625,40,105,100,40,38
Greninja,Bair (Hit 2) (Hitbox 3),2.5,2.625,35,140,100,35,49
Greninja,Bair (Hit 3),4,4.2,361,60,120,34.17696894,32
Greninja,Uair (Hits 1-4),1.3,1.365,366,45,100,366,24
Greninja,Uair (Hit 5),1.3,1.365,85,10,100,85,9
Greninja,Uair (Hit 6),3,3.15,75,40,168,75,27
Greninja,Dair,8,8.4,270,60,100,270,32
Greninja,Dair (Late),8,8.4,60,60,100,60,32
Greninja,Water Shuriken (Uncharged),3,3.15,361,60,100,27.44164984,30
Greninja,Water Shuriken (Full Charge),0.7,0.735,21,50,100,21,22
Greninja,"Water Shuriken (Full Charge, Final Hit)",9,9.45,60,40,122,60,27
Greninja,Shadow Sneak (Front Attack),10,10.5,48,60,104,48,34
Greninja,Shadow Sneak (Back Attack),12,12.6,48,60,103,48,36
Greninja,Hydro Pump,2,2.1,58,65,100,58,32
Greninja,"Substitute (Attack, Neutral/Side)",11,11.55,361,62,100,40,35
Greninja,"Substitute (Attack, Up)",14,14.7,90,50,100,90,33
Greninja,"Substitute (Attack, Up Diagonal)",13,13.65,60,62,100,60,37
Greninja,"Substitute (Attack, Down) (Hitbox 1)",14,14.7,45,50,100,45,33
Greninja,"Substitute (Attack, Down) (Hitbox 2)",14,14.7,270,50,100,270,33
Greninja,"Substitute (Attack, Down Diagonal)",13,13.65,25,62,72,25,33
Ike,Jab 1,3,3.15,65,50,100,65,22
Ike,Jab 2 (Hitbox 1),3,3.15,65,40,80,65,14
Ike,Jab 2 (Hitbox 2),3,3.15,80,25,80,80,11
Ike,Jab 2 (Hitbox 3),3,3.15,65,50,100,65,22
Ike,Jab 3,5,5.25,45,60,100,45,31
Ike,Dash Attack (Hitbox 1),14,14.7,52,70,78,52,38
Ike,Dash Attack (Hitbox 2),11,11.55,52,70,78,52,36
Ike,Dash Attack (Late),9,9.45,45,60,100,45,33
Ike,Ftilt (All Angles),12.5,13.125,361,30,97,2.410739761,23
Ike,Utilt,14,14.7,95,50,90,95,32
Ike,Utilt (Late),10,10.5,85,50,90,85,28
Ike,Dtilt,8,8.4,80,70,70,80,33
Ike,Fsmash,19,19.95,361,40,90,36.11188238,33
Ike,Fsmash (Late) (Hitbox 1),22,23.1,361,40,86,40,35
Ike,Fsmash (Late) (Hitbox 2),22,23.1,361,40,86,40,35
Ike,Fsmash (Late) (Hitbox 3),19,19.95,60,40,86,60,32
Ike,Usmash (Hitbox 1),17,17.85,82,50,86,82,34
Ike,Usmash (Hitbox 2),17,17.85,75,50,86,75,34
Ike,Usmash (Hitbox 3),17,17.85,70,50,86,70,34
Ike,Usmash (Hitbox 4),17,17.85,65,50,86,65,34
Ike,Usmash (Late),10,10.5,65,50,85,65,28
Ike,Dsmash (Hit 1),14,14.7,48,40,100,48,29
Ike,Dsmash (Hit 2),17,17.85,48,40,100,48,32
Ike,"Dsmash (Hit 2, Late)",8,8.4,61,30,100,61,20
Ike,Fthrow,4,4.2,28,55,75,28,27
Ike,Bthrow,4,4.2,28,55,75,28,27
Ike,Uthrow,4,4.2,87,70,72,87,33
Ike,Dthrow,4,4.2,80,75,120,80,39
Ike,Nair,10,10.5,70,35,105,70,24
Ike,Nair (Late),7,7.35,70,35,105,70,22
Ike,Fair,13,13.65,361,30,100,5.401898292,24
Ike,Bair,14,14.7,361,30,100,8.757903727,25
Ike,Uair,11,11.55,80,55,94,80,32
Ike,Dair (Hitbox 1),15,15.75,50,30,100,50,26
Ike,Dair (Hitbox 2),15,15.75,270,20,90,270,20
Ike,Eruption (Hitbox 1),10,10.5,80,40,100,80,26
Ike,Eruption (Hitbox 2),10,10.5,80,40,100,80,26
Ike,Eruption (Hitbox 3),10,10.5,270,40,100,270,26
Ike,Eruption (Hitbox 4),10,10.5,85,40,100,85,26
Ike,Eruption (Late) (Hitbox 1),10,10.5,270,40,100,270,26
Ike,Eruption (Late) (Hitbox 2),10,10.5,85,40,100,85,26
Ike,Eruption (Fully Charged) (Hitbox 1),35,36.75,361,20,70,40,41
Ike,Eruption (Fully Charged) (Hitbox 2),28,29.4,361,20,70,28.90536025,31
Ike,Eruption (Fully Charged) (Hitbox 3),26,27.3,361,20,70,19.82811025,28
Ike,Quickdraw (Attack),6,6.3,60,70,88,60,34
Ike,Aether (Hit 1) (Hitbox 1),6,6.3,91,160,100,91,55
Ike,Aether (Hit 1) (Hitbox 2),6,6.3,78,160,100,78,55
Ike,Aether (Hit 1) (Hitbox 3),6,6.3,90,130,100,90,46
Ike,Aether (Hit 1) (Hitbox 4),6,6.3,91,130,100,91,46
Ike,"Aether (Hit 1, Late) (Hitbox 1)",4,4.2,91,100,100,91,37
Ike,"Aether (Hit 1, Late) (Hitbox 2)",4,4.2,91,100,100,91,37
Ike,"Aether (Hit 1, Late) (Hitbox 3)",6,6.3,90,130,100,90,46
Ike,"Aether (Hit 1, Late) (Hitbox 4)",6,6.3,91,130,100,91,46
Ike,"Aether (Projectile, Hit 1)",2,2.1,91,80,100,91,31
Ike,"Aether (Projectile, Hit 2)",1,1.05,91,40,100,91,18
Ike,Aether,1,1.05,366,50,100,366,22
Ike,Aether (Falling) (Hitbox 1),3,3.15,70,120,30,70,49
Ike,Aether (Falling) (Hitbox 2),3,3.15,270,120,30,270,49
Ike,Aether (Falling) (Hitbox 3),3,3.15,60,120,30,60,49
Ike,Aether (Landing),6,6.3,60,70,80,60,34
Ike,"Aether (Landing, Late)",6,6.3,60,70,80,60,34
Ike,Counter (Attack),10,10.5,361,48,100,22.4382764,29
Jigglypuff,Jab 1 (Hitbox 1),3,3.15,60,12,50,60,7
Jigglypuff,Jab 1 (Hitbox 2),3,3.15,78,12,50,78,7
Jigglypuff,Jab 2 (Hitbox 1),3,3.15,55,22,50,55,11
Jigglypuff,Jab 2 (Hitbox 2),3,3.15,65,22,50,65,11
Jigglypuff,Dash Attack,12,12.6,361,16,100,0,18
Jigglypuff,Dash Attack (Late),8,8.4,361,8,100,0,11
Jigglypuff,Ftilt (All Angles),10,10.5,361,8,100,0,13
Jigglypuff,Utilt,9,9.45,96,40,120,96,27
Jigglypuff,Utilt (Late),8,8.4,88,40,120,88,26
Jigglypuff,Dtilt,10,10.5,20,50,55,20,25
Jigglypuff,Fsmash,15,15.75,361,10,115,0,20
Jigglypuff,Fsmash (Late),12,12.6,361,6,85,0,12
Jigglypuff,Usmash (Hitbox 1),14,14.7,87,20,105,87,22
Jigglypuff,Usmash (Hitbox 2),12,12.6,87,20,105,87,20
Jigglypuff,Dsmash,11,11.55,0,34,69,0,20
Jigglypuff,Fthrow,5,5.25,55,100,30,55,41
Jigglypuff,Bthrow,10,10.5,45,90,25,45,37
Jigglypuff,Uthrow,10,10.5,90,110,30,90,46
Jigglypuff,Dthrow,6,6.3,80,100,45,80,43
Jigglypuff,Nair,11,11.55,361,30,100,0,22
Jigglypuff,Nair (Late),6,6.3,361,50,70,7.592209627,25
Jigglypuff,Fair,9,9.45,361,30,98,0,21
Jigglypuff,Fair (Late),6,6.3,361,30,70,0,17
Jigglypuff,Bair (Hitbox 1),13,13.65,42,0,120,42,15
Jigglypuff,Bair (Hitbox 2),13,13.65,42,30,120,42,27
Jigglypuff,Uair,9,9.45,88,30,100,88,21
Jigglypuff,Dair (Hits 1-8) (Hitbox 1),1.5,1.575,145,10,100,145,10
Jigglypuff,Dair (Hits 1-8) (Hitbox 2),1.5,1.575,280,30,100,280,15
Jigglypuff,Dair (Hit 9),2,2.1,42,30,150,42,22
Jigglypuff,"Rollout (Ground, Release)",7,7.35,30,30,92,30,19
Jigglypuff,"Rollout (Aerial, Release)",10,10.5,90,30,102,90,22
Jigglypuff,Pound,11,11.55,75,52,75,75,28
Jigglypuff,Sing,0,0,0,0,0,0,0
Jigglypuff,Rest,20,21,88,100,66,88,53
King Dedede,Jab 1 (Hitbox 1),4,4.2,70,50,10,70,1
King Dedede,Jab 1 (Hitbox 2),4,4.2,105,48,10,105,1
King Dedede,Jab 1 (Hitbox 3),4,4.2,361,25,100,0,14
King Dedede,Jab 2 (Hitbox 1),4,4.2,115,50,10,115,19
King Dedede,Jab 2 (Hitbox 2),4,4.2,105,50,10,105,19
King Dedede,Jab 2 (Hitbox 3),4,4.2,100,30,45,100,14
King Dedede,Rapid Jab (Hitbox 1),1,1.05,20,60,100,20,25
King Dedede,Rapid Jab (Hitbox 2),1,1.05,20,20,100,20,12
King Dedede,Rapid Jab (Hitbox 3),1,1.05,68,2,100,68,7
King Dedede,Rapid Jab Finisher,3,3.15,70,80,150,70,42
King Dedede,Dash Attack,16,16.8,361,40,100,30.45068323,31
King Dedede,Dash Attack (Late),13,13.65,361,35,100,12.54475543,26
King Dedede,Ftilt (Hitbox 1),2,2.1,25,90,100,25,42
King Dedede,Ftilt (Hitbox 2),2,2.1,25,80,100,25,38
King Dedede,Ftilt (Hitbox 3),2,2.1,96,24,100,96,16
King Dedede,Ftilt (Hitbox 4),2,2.1,250,24,100,250,16
King Dedede,Ftilt (Final Hit),3,3.15,50,30,190,50,25
King Dedede,Utilt (Hitbox 1),12,12.6,96,50,80,96,29
King Dedede,Utilt (Hitbox 2),10,10.5,96,50,80,96,27
King Dedede,Dtilt,10,10.5,45,60,75,45,31
King Dedede,Dtilt (Late),6,6.3,45,60,75,45,29
King Dedede,Fsmash,15,15.75,361,30,93,8.481402368,25
King Dedede,Fsmash (Late),24,25.2,361,30,93,40,36
King Dedede,Fsmash (Shockwave),6,6.3,60,100,30,60,41
King Dedede,Usmash (Hitbox 1),14,14.7,80,40,95,80,28
King Dedede,Usmash (Hitbox 2),14,14.7,80,40,96,80,28
King Dedede,Usmash (Hitbox 3),14,14.7,80,40,96,80,28
King Dedede,Usmash (Hitbox 4),9,9.45,80,40,96,80,24
King Dedede,Dsmash (Hitbox 1),13,13.65,30,60,80,30,33
King Dedede,Dsmash (Hitbox 2),13,13.65,361,60,80,38.60723292,33
King Dedede,Fthrow,6,6.3,45,70,80,45,34
King Dedede,Bthrow,9,9.45,60,60,79,60,32
King Dedede,Uthrow,5,5.25,90,70,72,90,33
King Dedede,Dthrow,6,6.3,80,70,82,80,34
King Dedede,Nair,12,12.6,60,40,95,60,27
King Dedede,Nair (Late),7,7.35,80,40,95,80,23
King Dedede,Fair,12,12.6,361,15,90,0,16
King Dedede,Bair,16,16.8,361,30,88,9.082315528,25
King Dedede,Uair (Hits 1-6) (Hitbox 1),1,1.05,366,20,100,366,12
King Dedede,Uair (Hits 1-6) (Hitbox 2),1,1.05,366,20,100,366,12
King Dedede,Uair (Hits 1-6) (Hitbox 3),1,1.05,90,40,100,90,18
King Dedede,Uair (Hits 1-6) (Hitbox 4),1,1.05,90,40,100,90,18
King Dedede,Uair (Hit 7) (Hitbox 1),5,5.25,70,50,150,70,31
King Dedede,Uair (Hit 7) (Hitbox 2),5,5.25,80,50,150,80,31
King Dedede,Uair (Hit 7) (Hitbox 3),5,5.25,70,50,150,70,31
King Dedede,Uair (Hit 7) (Hitbox 4),5,5.25,70,50,150,70,31
King Dedede,Dair (Hitbox 1),15,15.75,270,20,90,270,20
King Dedede,Dair (Hitbox 2),15,15.75,361,20,100,0,22
King Dedede,Dair (Hitbox 3),8,8.4,361,20,100,0,16
King Dedede,Inhale (Spit),10,10.5,361,0,0,0,0
King Dedede,Gordo Throw (Hammer),10,10.5,0,0,0,0,0
King Dedede,"Gordo Throw (Gordo, Early)",14,14.7,60,70,66,60,36
King Dedede,Gordo Throw (Gordo),12.5,13.125,60,70,66,60,35
King Dedede,"Gordo Throw (Gordo, Late)",11,11.55,60,70,66,60,34
King Dedede,"Gordo Throw (Gordo, Latest)",9.5,9.975,60,70,66,60,34
King Dedede,Gordo Throw (Wall),10,10.5,75,50,50,75,24
King Dedede,Super Dedede Jump (Hitbox 1),15,15.75,60,60,90,60,36
King Dedede,Super Dedede Jump (Hitbox 2),15,15.75,270,60,80,270,35
King Dedede,Super Dedede Jump (Landing) (Hitbox 1),11,11.55,90,80,100,90,42
King Dedede,Super Dedede Jump (Landing) (Hitbox 2),11,11.55,70,80,80,70,40
King Dedede,Super Dedede Jump (Stars),5,5.25,70,8,65,70,7
King Dedede,"Jet Hammer (Ground, Uncharged)",11,11.55,361,30,100,0,22
King Dedede,"Jet Hammer (Ground, Fully Charged) (Hitbox 1)",38,39.9,361,5,66,40,38
King Dedede,"Jet Hammer (Ground, Fully Charged) (Hitbox 2)",28,29.4,361,5,66,2.559747826,23
King Dedede,"Jet Hammer (Air, Uncharged)",10,10.5,361,30,100,0,22
King Dedede,"Jet Hammer (Air, Fully Charged) (Hitbox 1)",27,28.35,361,10,70,9.999931289,25
King Dedede,"Jet Hammer (Air, Fully Charged) (Hitbox 2)",16,16.8,361,10,70,0,14
